Provider ID,Hospital Name,City,State,County Name,Survey Response Rate Percent,Patient Survey Star Rating
10086,NORTHWEST MEDICAL CENTER,WINFIELD,AL,FAYETTE,26.0,4.0
10120,MONROE COUNTY HOSPITAL,MONROEVILLE,AL,MONROE,26.0,4.0
50069,ST JOSEPH HOSPITAL,ORANGE,CA,ORANGE,26.0,4.0
50075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,OAKLAND,CA,ALAMEDA,26.0,4.0
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,SANTA MONICA,CA,LOS ANGELES,26.0,4.0
50308,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,SANTA CLARA,26.0,4.0
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,CA,SAN BERNARDINO,26.0,4.0
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA,ORANGE,26.0,4.0
60028,SAINT JOSEPH HOSPITAL,DENVER,CO,DENVER,26.0,4.0
60116,GOOD SAMARITAN MEDICAL CENTER,LAFAYETTE,CO,BOULDER,26.0,4.0
10021,DALE MEDICAL CENTER,OZARK,AL,DALE,25.0,4.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,ETOWAH,25.0,4.0
50014,SUTTER AMADOR HOSPITAL,JACKSON,CA,AMADOR,25.0,4.0
50017,MERCY GENERAL HOSPITAL,SACRAMENTO,CA,SACRAMENTO,25.0,4.0
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,VALLEJO,CA,SOLANO,25.0,4.0
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,CA,SAN DIEGO,25.0,4.0
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,LA JOLLA,CA,SAN DIEGO,25.0,4.0
50492,CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,CA,FRESNO,25.0,4.0
50724,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,KERN,25.0,4.0
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,CA,CONTRA COSTA,25.0,4.0
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,RIVERSIDE,25.0,4.0
51319,MERCY MEDICAL CENTER MT SHASTA,MOUNT SHASTA,CA,SISKIYOU,25.0,4.0
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,JEFFERSON,25.0,4.0
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,TOLLAND,25.0,4.0
10099,D W MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,ESCAMBIA,24.0,4.0
10157,SHOALS HOSPITAL,MUSCLE SHOALS,AL,COLBERT,24.0,4.0
30023,FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,COCONINO,24.0,4.0
40020,ST BERNARDS MEDICAL CENTER,JONESBORO,AR,CRAIGHEAD,24.0,4.0
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,FAULKNER,24.0,4.0
50067,OAK VALLEY HOSPITAL DISTRICT,OAKDALE,CA,STANISLAUS,24.0,4.0
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,SAN BERNARDINO,24.0,4.0
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,HARBOR CITY,CA,LOS ANGELES,24.0,4.0
50674,KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,CA,SACRAMENTO,24.0,4.0
50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,SAN LEANDRO,CA,ALAMEDA,24.0,4.0
51324,NORTHERN INYO HOSPITAL,BISHOP,CA,INYO,24.0,4.0
60023,ST MARYS  MEDICAL CENTER,GRAND JUNCTION,CO,MESA,24.0,4.0
60125,CASTLE ROCK ADVENTIST HOSPITAL,CASTLE ROCK,CO,DOUGLAS,24.0,4.0
61317,GRAND RIVER MEDICAL CENTER,RIFLE,CO,GARFIELD,24.0,4.0
10039,HUNTSVILLE HOSPITAL,HUNTSVILLE,AL,MADISON,23.0,4.0
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,NAVAJO,23.0,4.0
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,PULASKI,23.0,4.0
40076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,HOT SPRING,23.0,4.0
41321,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,ARKADELPHIA,AR,CLARK,23.0,4.0
50108,"SUTTER MEDICAL CENTER, SACRAMENTO",SACRAMENTO,CA,SACRAMENTO,23.0,4.0
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,CA,ORANGE,23.0,4.0
50283,STANFORD HEALTH CARE - VALLEYCARE,PLEASANTON,CA,ALAMEDA,23.0,4.0
50441,STANFORD HEALTH CARE,STANFORD,CA,SANTA CLARA,23.0,4.0
50625,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,LOS ANGELES,23.0,4.0
50696,KECK HOSPITAL OF USC,LOS ANGELES,CA,LOS ANGELES,23.0,4.0
60003,LONGMONT UNITED HOSPITAL,LONGMONT,CO,BOULDER,23.0,4.0
60020,"PARKVIEW MEDICAL CENTER, INC",PUEBLO,CO,PUEBLO,23.0,4.0
60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,COLORADO SPRINGS,CO,EL PASO,23.0,4.0
60075,VALLEY VIEW HOSPITAL ASSOCIATION,GLENWOOD SPRINGS,CO,GARFIELD,23.0,4.0
60114,PARKER ADVENTIST HOSPITAL,PARKER,CO,DOUGLAS,23.0,4.0
70006,STAMFORD HOSPITAL,STAMFORD,CT,FAIRFIELD,23.0,4.0
10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,AL,LEE,22.0,4.0
40118,NEA BAPTIST MEMORIAL HOSPITAL,JONESBORO,AR,CRAIGHEAD,22.0,4.0
50099,SAN ANTONIO REGIONAL HOSPITAL,UPLAND,CA,SAN BERNARDINO,22.0,4.0
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,LOS ANGELES,22.0,4.0
50414,MERCY HOSPITAL OF FOLSOM,FOLSOM,CA,SACRAMENTO,22.0,4.0
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,RIVERSIDE,22.0,4.0
50748,KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,CA,SAN JOAQUIN,22.0,4.0
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,CO,ADAMS,22.0,4.0
10108,PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,AUTAUGA,21.0,4.0
30014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,PHOENIX,AZ,MARICOPA,21.0,4.0
40029,CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,FAULKNER,21.0,4.0
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,AR,PULASKI,21.0,4.0
41323,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,ASHLEY,21.0,4.0
50039,ENLOE MEDICAL CENTER,CHICO,CA,BUTTE,21.0,4.0
50043,ALTA BATES SUMMIT MEDICAL CENTER,OAKLAND,CA,ALAMEDA,21.0,4.0
50107,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,CA,SANTA BARBARA,21.0,4.0
50238,METHODIST HOSPITAL OF SOUTHERN CA,ARCADIA,CA,LOS ANGELES,21.0,4.0
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,TORRANCE,CA,LOS ANGELES,21.0,4.0
50485,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,CA,LOS ANGELES,21.0,4.0
50488,EDEN MEDICAL CENTER,CASTRO VALLEY,CA,ALAMEDA,21.0,4.0
60009,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,JEFFERSON,21.0,4.0
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,ANCHORAGE,20.0,4.0
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,JUNEAU,20.0,4.0
30119,MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,MARICOPA,20.0,4.0
40011,CHAMBERS MEMORIAL HOSPITAL,DANVILLE,AR,YELL,20.0,4.0
50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,SAN DIEGO,CA,SAN DIEGO,20.0,4.0
50438,HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,LOS ANGELES,20.0,4.0
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,CA,SACRAMENTO,20.0,4.0
50624,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,LOS ANGELES,20.0,4.0
60004,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,ADAMS,20.0,4.0
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,LOUISVILLE,CO,BOULDER,20.0,4.0
61314,"MEMORIAL HOSPITAL, THE",CRAIG,CO,MOFFAT,20.0,4.0
10101,CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,TALLADEGA,19.0,4.0
20024,CENTRAL PENINSULA GENERAL HOSPITAL,SOLDOTNA,AK,KENAI PENINSULA,19.0,4.0
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,SANTA MONICA,CA,LOS ANGELES,19.0,4.0
50127,WOODLAND MEMORIAL HOSPITAL,WOODLAND,CA,YOLO,19.0,4.0
50204,PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,LOS ANGELES,19.0,4.0
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,BURBANK,CA,LOS ANGELES,19.0,4.0
50272,REDLANDS COMMUNITY HOSPITAL,REDLANDS,CA,SAN BERNARDINO,19.0,4.0
51329,SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,LAKE,19.0,4.0
10149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,MONTGOMERY,18.0,4.0
40002,JOHNSON REGIONAL MEDICAL CENTER,CLARKSVILLE,AR,JOHNSON,18.0,4.0
40016,UAMS MEDICAL CENTER,LITTLE ROCK,AR,PULASKI,18.0,4.0
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,LOS ANGELES,18.0,4.0
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,MISSION HILLS,CA,LOS ANGELES,18.0,4.0
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,CA,SAN BENITO,18.0,4.0
60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,DENVER,CO,DENVER,18.0,4.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,JEFFERSON,17.0,4.0
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE,CA,LOS ANGELES,17.0,4.0
50334,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,CA,MONTEREY,17.0,4.0
50775,TEMECULA VALLEY HOSPITAL,TEMECULA,CA,RIVERSIDE,17.0,4.0
60032,ROSE MEDICAL CENTER,DENVER,CO,DENVER,17.0,4.0
60034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,ARAPAHOE,17.0,4.0
60104,ST ANTHONY NORTH HEALTH CAMPUS,WESTMINSTER,CO,BROOMFIELD,17.0,4.0
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,MARICOPA,16.0,4.0
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,LOS ANGELES,16.0,4.0
50313,SUTTER TRACY COMMUNITY HOSPITAL,TRACY,CA,SAN JOAQUIN,16.0,4.0
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,ORANGE,CA,ORANGE,16.0,4.0
21311,KETCHIKAN MEDICAL CENTER,KETCHIKAN,AK,KETCHIKAN GATEWAY,15.0,4.0
50036,BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,CA,KERN,15.0,4.0
50376,LAC/HARBOR-UCLA MED CENTER,TORRANCE,CA,LOS ANGELES,15.0,4.0
50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,DOWNEY,CA,LOS ANGELES,15.0,4.0
50528,MEMORIAL HOSPITAL LOS BANOS,LOS BANOS,CA,MERCED,14.0,4.0
50239,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,LOS ANGELES,13.0,4.0
50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,SAN FRANCISCO,CA,SAN FRANCISCO,12.0,4.0
50373,LAC+USC MEDICAL CENTER,LOS ANGELES,CA,LOS ANGELES,12.0,4.0
50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",LOS ANGELES,CA,LOS ANGELES,9.0,4.0
61327,SOUTHWEST MEMORIAL HOSPITAL,CORTEZ,CO,MONTEZUMA,40.0,3.0
30061,BANNER BOSWELL MEDICAL CENTER,SUN CITY,AZ,MARICOPA,36.0,3.0
30088,BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,MARICOPA,36.0,3.0
50248,NATIVIDAD MEDICAL CENTER,SALINAS,CA,MONTEREY,36.0,3.0
10034,COMMUNITY HOSPITAL INC,TALLASSEE,AL,ELMORE,35.0,3.0
10005,MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,MARSHALL,34.0,3.0
10011,ST VINCENT'S EAST,BIRMINGHAM,AL,JEFFERSON,33.0,3.0
10090,PROVIDENCE HOSPITAL,MOBILE,AL,MOBILE,33.0,3.0
30016,BANNER CASA GRANDE MEDICAL CENTER,CASA GRANDE,AZ,PINAL,33.0,3.0
31314,COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,GILA,33.0,3.0
40014,WHITE COUNTY MEDICAL CENTER,SEARCY,AR,WHITE,33.0,3.0
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,WELD,33.0,3.0
10169,ATMORE COMMUNITY HOSPITAL,ATMORE,AL,ESCAMBIA,32.0,3.0
30093,BANNER DEL E. WEBB MEDICAL CENTER,SUN CITY WEST,AZ,MARICOPA,32.0,3.0
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,SAN FRANCISCO,CA,SAN FRANCISCO,32.0,3.0
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,MARICOPA,31.0,3.0
30089,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,MARICOPA,30.0,3.0
60054,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,MESA,30.0,3.0
10131,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,MADISON,29.0,3.0
10164,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,AL,TALLADEGA,29.0,3.0
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,MATANUSKA-SUSITNA,29.0,3.0
50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,WALNUT CREEK,CA,CONTRA COSTA,29.0,3.0
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,SANTA CRUZ,29.0,3.0
50335,ADVENTIST HEALTH SONORA,SONORA,CA,TUOLUMNE,29.0,3.0
50360,MARIN GENERAL HOSPITAL,GREENBRAE,CA,MARIN,29.0,3.0
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,CA,SACRAMENTO,29.0,3.0
10062,WIREGRASS MEDICAL CENTER,GENEVA,AL,GENEVA,28.0,3.0
10069,MEDICAL CENTER BARBOUR,EUFAULA,AL,BARBOUR,28.0,3.0
50174,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,SONOMA,28.0,3.0
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,SHASTA,28.0,3.0
70003,DAY KIMBALL HOSPITAL,PUTNAM,CT,WINDHAM,28.0,3.0
10007,MIZELL MEMORIAL HOSPITAL,OPP,AL,COVINGTON,27.0,3.0
10091,GROVE HILL MEMORIAL HOSPITAL,GROVE HILL,AL,CLARKE,27.0,3.0
10126,TROY REGIONAL MEDICAL CENTER,TROY,AL,PIKE,27.0,3.0
30007,VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,YAVAPAI,27.0,3.0
30117,VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,MOHAVE,27.0,3.0
31317,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,LAPAZ,27.0,3.0
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,SAN FRANCISCO,CA,SAN FRANCISCO,27.0,3.0
50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,CA,SANTA CLARA,27.0,3.0
51318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,HUMBOLDT,27.0,3.0
30055,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,MOHAVE,26.0,3.0
30069,HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,MOHAVE,26.0,3.0
40067,MAGNOLIA HOSPITAL,MAGNOLIA,AR,COLUMBIA,26.0,3.0
50009,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,CA,NAPA,26.0,3.0
50136,PETALUMA VALLEY HOSPITAL,PETALUMA,CA,SONOMA,26.0,3.0
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,VENTURA,CA,VENTURA,26.0,3.0
60044,COLORADO PLAINS MEDICAL CENTER,FORT MORGAN,CO,MORGAN,26.0,3.0
10036,ANDALUSIA HEALTH,ANDALUSIA,AL,COVINGTON,25.0,3.0
10040,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,ETOWAH,25.0,3.0
20017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,ANCHORAGE,25.0,3.0
30006,TUCSON MEDICAL CENTER,TUCSON,AZ,PIMA,25.0,3.0
30085,NORTHWEST MEDICAL CENTER,TUCSON,AZ,PIMA,25.0,3.0
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,TUCSON,AZ,PIMA,25.0,3.0
40007,CHI-ST VINCENT INFIRMARY,LITTLE ROCK,AR,PULASKI,25.0,3.0
50261,SIERRA VIEW MEDICAL CENTER,PORTERVILLE,CA,TULARE,25.0,3.0
50471,GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,LOS ANGELES,25.0,3.0
51316,FAIRCHILD MEDICAL CENTER,YREKA,CA,SISKIYOU,25.0,3.0
10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,MONTGOMERY,24.0,3.0
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,MOBILE,24.0,3.0
40018,SPARKS MEDICAL CENTER - VAN BUREN,VAN BUREN,AR,CRAWFORD,24.0,3.0
40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,GARLAND,24.0,3.0
40085,HELENA REGIONAL MEDICAL CENTER,HELENA,AR,PHILLIPS,24.0,3.0
40137,ST VINCENT MEDICAL CENTER/NORTH,SHERWOOD,AR,PULASKI,24.0,3.0
50013,ADVENTIST HEALTH ST HELENA,SAINT HELENA,CA,NAPA,24.0,3.0
50090,SONOMA VALLEY HOSPITAL,SONOMA,CA,SONOMA,24.0,3.0
50124,USC VERDUGO HILLS HOSPITAL,GLENDALE,CA,LOS ANGELES,24.0,3.0
50289,SETON MEDICAL CENTER,DALY CITY,CA,SAN MATEO,24.0,3.0
50457,ST MARY'S MEDICAL CENTER,SAN FRANCISCO,CA,SAN FRANCISCO,24.0,3.0
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,CA,RIVERSIDE,24.0,3.0
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,VENTURA,24.0,3.0
50636,POMERADO HOSPITAL,POWAY,CA,SAN DIEGO,24.0,3.0
50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,LOS ANGELES,24.0,3.0
61344,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,CO,FREMONT,24.0,3.0
10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,AL,DE KALB,23.0,3.0
10049,MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,COFFEE,23.0,3.0
10052,LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,TALLAPOOSA,23.0,3.0
10103,PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,JEFFERSON,23.0,3.0
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,JEFFERSON,23.0,3.0
10148,EVERGREEN MEDICAL CENTER,EVERGREEN,AL,CONECUH,23.0,3.0
30038,SCOTTSDALE OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,MARICOPA,23.0,3.0
40019,FORREST CITY MEDICAL CENTER,FORREST CITY,AR,ST. FRANCIS,23.0,3.0
40055,SPARKS REGIONAL MEDICAL CENTER,FORT SMITH,AR,SEBASTIAN,23.0,3.0
40088,MEDICAL CENTER OF SOUTH ARKANSAS,EL DORADO,AR,UNION,23.0,3.0
50150,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,NEVADA,23.0,3.0
50192,ADVENTIST HEALTH REEDLEY,REEDLEY,CA,FRESNO,23.0,3.0
50225,ADVENTIST HEALTH FEATHER RIVER,PARADISE,CA,BUTTE,23.0,3.0
50242,DOMINICAN HOSPITAL,SANTA CRUZ,CA,SANTA CRUZ,23.0,3.0
50455,ADVENTIST HEALTH BAKERSFIELD,BAKERSFIELD,CA,KERN,23.0,3.0
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,SAN DIEGO,23.0,3.0
50561,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,CA,LOS ANGELES,23.0,3.0
51317,ADVENTIST HEALTH CLEARLAKE,CLEARLAKE,CA,LAKE,23.0,3.0
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,PUEBLO,CO,PUEBLO,23.0,3.0
30010,ST. MARY'S HOSPITAL,TUCSON,AZ,PIMA,22.0,3.0
31311,LITTLE COLORADO MEDICAL CENTER,WINSLOW,AZ,NAVAJO,22.0,3.0
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,BOONE,22.0,3.0
40022,NORTHWEST MEDICAL CENTER-SPRINGDALE,SPRINGDALE,AR,WASHINGTON,22.0,3.0
40039,ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,GREENE,22.0,3.0
40071,JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,JEFFERSON,22.0,3.0
40119,WHITE RIVER MEDICAL CENTER,BATESVILLE,AR,INDEPENDENCE,22.0,3.0
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,SAN FRANCISCO,CA,SAN FRANCISCO,22.0,3.0
50060,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,CA,FRESNO,22.0,3.0
50103,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,CA,LOS ANGELES,22.0,3.0
50121,ADVENTIST HEALTH HANFORD,HANFORD,CA,KINGS,22.0,3.0
50153,O'CONNOR HOSPITAL,SAN JOSE,CA,SANTA CLARA,22.0,3.0
50195,WASHINGTON HOSPITAL,FREMONT,CA,ALAMEDA,22.0,3.0
50280,MERCY MEDICAL CENTER REDDING,REDDING,CA,SHASTA,22.0,3.0
50464,DOCTORS MEDICAL CENTER,MODESTO,CA,STANISLAUS,22.0,3.0
50597,FOOTHILL PRESBYTERIAN HOSPITAL,GLENDORA,CA,LOS ANGELES,22.0,3.0
50633,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,SAN LUIS OBISPO,22.0,3.0
70007,LAWRENCE & MEMORIAL HOSPITAL,NEW LONDON,CT,NEW LONDON,22.0,3.0
10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,SHELBY,21.0,3.0
10150,L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,BUTLER,21.0,3.0
10158,RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,FRANKLIN,21.0,3.0
30011,ST JOSEPH'S HOSPITAL,TUCSON,AZ,PIMA,21.0,3.0
30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,PHOENIX,AZ,MARICOPA,21.0,3.0
40084,SALINE MEMORIAL HOSPITAL,BENTON,AR,SALINE,21.0,3.0
50279,HI-DESERT MEDICAL CENTER,JOSHUA TREE,CA,SAN BERNARDINO,21.0,3.0
50557,MEMORIAL MEDICAL CENTER,MODESTO,CA,STANISLAUS,21.0,3.0
50709,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,SAN BERNARDINO,21.0,3.0
50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,SAN BERNARDINO,21.0,3.0
10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,AL,MONTGOMERY,20.0,3.0
10035,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,CULLMAN,20.0,3.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,CALHOUN,20.0,3.0
10079,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,LIMESTONE,20.0,3.0
10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,DECATUR,AL,MORGAN,20.0,3.0
10089,WALKER BAPTIST MEDICAL CENTER,JASPER,AL,WALKER,20.0,3.0
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,FAIRBANKS NORTH STAR,20.0,3.0
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,BETHEL,AK,BETHEL,20.0,3.0
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,HEMPSTEAD,20.0,3.0
50054,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,CA,RIVERSIDE,20.0,3.0
50122,DAMERON HOSPITAL,STOCKTON,CA,SAN JOAQUIN,20.0,3.0
50179,EMANUEL MEDICAL CENTER,TURLOCK,CA,STANISLAUS,20.0,3.0
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,ORANGE,20.0,3.0
50243,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,CA,RIVERSIDE,20.0,3.0
50301,ADVENTIST HEALTH UKIAH VALLEY,UKIAH,CA,MENDOCINO,20.0,3.0
50336,ADVENTIST HEALTH LODI MEMORIAL,LODI,CA,SAN JOAQUIN,20.0,3.0
50586,CHINO VALLEY MEDICAL CENTER,CHINO,CA,SAN BERNARDINO,20.0,3.0
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,ORANGE,20.0,3.0
50761,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,LOS ANGELES,20.0,3.0
50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,MORENO VALLEY,CA,RIVERSIDE,20.0,3.0
60011,DENVER HEALTH MEDICAL CENTER,DENVER,CO,DENVER,20.0,3.0
70016,SAINT MARY'S HOSPITAL,WATERBURY,CT,NEW HAVEN,20.0,3.0
10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,AL,COLBERT,19.0,3.0
20026,ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,ANCHORAGE,19.0,3.0
